GENE_SYMBOL,logFC,P.Value,FDR,-log10(FDR),significant
NPIPB3,0.280485601,1.7067513715661478e-07,0.001218093,2.9143195525529495,True
NPIPB5,0.280485601,1.7067513715661478e-07,0.001218093,2.9143195525529495,True
ABCA1,1.828135,1.73e-07,0.001218093,2.9143195525529495,True
SREBF1,1.04332967,1.32e-06,0.0069705900000000005,2.156730461084195,True
MYLIP,1.07278333,3.27e-06,0.013814442,1.8596666526378154,True
NPIPB9,0.34643397,6.437671817405185e-06,0.022663823633174953,1.6446668180956732,True
NPIPB6,0.30885706733333324,9.898154338422643e-06,0.02373510640479581,1.624608816993353,True
NPIPB4,0.2653128560869565,1.1589439172861482e-05,0.02373510640479581,1.624608816993353,True
FAM72A,-0.6182284149999999,1.2360278864401548e-05,0.02373510640479581,1.624608816993353,True
FAM72D,-0.6182284149999999,1.2360278864401548e-05,0.02373510640479581,1.624608816993353,True
FAM72B,-0.6182284149999999,1.2360278864401548e-05,0.02373510640479581,1.624608816993353,True
FAM90A1,0.2860104458333333,1.9232885283400106e-05,0.029770132749954277,1.5262192287579084,True
TTTY6,0.35885567,1.9731186786884433e-05,0.029770132749954277,1.5262192287579084,True
TTTY6B,0.35885567,1.9731186786884433e-05,0.029770132749954277,1.5262192287579084,True
FAM90A7P,0.27688994090909086,2.9448705261915562e-05,0.036133299416333704,1.4420923801733652,True
FAM90A25P,0.27688994090909086,2.9448705261915562e-05,0.036133299416333704,1.4420923801733652,True
FAM90A10P,0.27688994090909086,2.9448705261915562e-05,0.036133299416333704,1.4420923801733652,True
CYP2A7,0.33060816499999995,3.0791051909956284e-05,0.036133299416333704,1.4420923801733652,True
TSKU,0.79980333,4.5e-05,0.050028157894736844,1.3007854881395677,False
FAM90A2P,0.27986930199999993,5.9962546739656396e-05,0.06332944373908811,1.19839432662775,False
PDXDC2P,0.2779778835294118,0.00012327422985526323,0.12399626463012978,0.9065913977003237,False
DEFA3,0.39626633,0.0002677343716349866,0.23563971383524257,0.6277515133501104,False
